Latitude,Longitude,Risk_Level,High_Risk_Prob
62.013422818791945,-65.73825503355704,HIGH,0.6169
62.013422818791945,-65.14093959731544,HIGH,0.6169
62.013422818791945,-64.54362416107382,HIGH,0.6169
62.013422818791945,-63.94630872483221,HIGH,0.6172
62.013422818791945,-63.348993288590606,HIGH,0.6172
62.013422818791945,-62.75167785234899,HIGH,0.6172
62.013422818791945,-62.154362416107375,HIGH,0.6172
62.013422818791945,-61.557046979865774,HIGH,0.6172
62.013422818791945,-60.95973154362416,HIGH,0.6172
62.013422818791945,-60.36241610738254,HIGH,0.6172
62.013422818791945,-59.76510067114094,HIGH,0.6172
62.013422818791945,-59.16778523489933,HIGH,0.6153
62.013422818791945,-58.57046979865771,HIGH,0.6153
62.013422818791945,-57.97315436241611,HIGH,0.6153
62.013422818791945,-57.375838926174495,HIGH,0.6091
62.013422818791945,-56.77852348993288,HIGH,0.6091
62.013422818791945,-56.181208053691265,HIGH,0.6091
62.013422818791945,-55.58389261744966,HIGH,0.6091
62.013422818791945,-54.98657718120805,HIGH,0.6091
62.013422818791945,-54.38926174496643,HIGH,0.6091
62.013422818791945,-53.79194630872483,HIGH,0.6091
62.013422818791945,-53.194630872483216,HIGH,0.6091
62.013422818791945,-52.5973154362416,HIGH,0.6091
62.013422818791945,-52.0,HIGH,0.6091
62.29530201342281,-141.0,HIGH,0.6589
62.29530201342281,-140.40268456375838,HIGH,0.6589
62.29530201342281,-139.80536912751677,HIGH,0.6589
62.29530201342281,-139.20805369127515,HIGH,0.6589
62.29530201342281,-138.61073825503357,HIGH,0.671
62.29530201342281,-138.01342281879195,HIGH,0.6634
62.29530201342281,-137.41610738255034,HIGH,0.6613
62.29530201342281,-136.81879194630872,HIGH,0.6642
62.29530201342281,-136.2214765100671,HIGH,0.6642
62.29530201342281,-135.6241610738255,HIGH,0.6642
62.29530201342281,-135.0268456375839,HIGH,0.6655
62.29530201342281,-134.4295302013423,HIGH,0.6655
62.29530201342281,-133.83221476510067,HIGH,0.6655
62.29530201342281,-133.23489932885906,HIGH,0.6655
62.29530201342281,-132.63758389261744,HIGH,0.6655
62.29530201342281,-132.04026845637583,HIGH,0.6655
62.29530201342281,-131.44295302013424,HIGH,0.6655
62.29530201342281,-130.84563758389262,HIGH,0.6655
62.29530201342281,-130.248322147651,HIGH,0.6655
62.29530201342281,-129.6510067114094,HIGH,0.6655
62.29530201342281,-129.05369127516778,HIGH,0.6655
62.29530201342281,-128.45637583892616,HIGH,0.6655
62.29530201342281,-127.85906040268456,HIGH,0.6655
62.29530201342281,-127.26174496644295,HIGH,0.6655
62.29530201342281,-126.66442953020135,HIGH,0.6655
62.29530201342281,-126.06711409395973,HIGH,0.6655
62.29530201342281,-125.46979865771812,HIGH,0.6579
62.29530201342281,-124.87248322147651,HIGH,0.6612
62.29530201342281,-124.2751677852349,HIGH,0.6621
62.29530201342281,-123.67785234899328,HIGH,0.6621
62.29530201342281,-123.08053691275168,HIGH,0.6621
62.29530201342281,-122.48322147651007,HIGH,0.6621
62.29530201342281,-121.88590604026845,HIGH,0.6621
62.29530201342281,-121.28859060402684,HIGH,0.6621
62.29530201342281,-120.69127516778524,HIGH,0.6621
62.29530201342281,-120.09395973154362,HIGH,0.6621
62.29530201342281,-119.49664429530202,HIGH,0.6621
62.29530201342281,-118.8993288590604,HIGH,0.6621
62.29530201342281,-118.30201342281879,HIGH,0.6778
62.29530201342281,-117.70469798657717,HIGH,0.6649
62.29530201342281,-117.10738255033557,HIGH,0.6692
62.29530201342281,-116.51006711409396,HIGH,0.6698
62.29530201342281,-115.91275167785236,HIGH,0.6485
62.29530201342281,-115.31543624161074,HIGH,0.6304
62.29530201342281,-114.71812080536913,HIGH,0.63
62.29530201342281,-114.12080536912751,HIGH,0.63
62.29530201342281,-113.52348993288591,HIGH,0.6204
62.29530201342281,-112.9261744966443,HIGH,0.6239
62.29530201342281,-112.32885906040269,HIGH,0.6076
62.29530201342281,-111.73154362416108,HIGH,0.6208
62.29530201342281,-111.13422818791946,HIGH,0.6208
62.29530201342281,-110.53691275167785,HIGH,0.6262
62.29530201342281,-109.93959731543625,HIGH,0.6262
62.29530201342281,-109.34228187919463,HIGH,0.6311
62.29530201342281,-108.74496644295303,HIGH,0.6311
62.29530201342281,-108.14765100671141,HIGH,0.6311
62.29530201342281,-107.5503355704698,HIGH,0.6311
62.29530201342281,-106.95302013422818,HIGH,0.6327
62.29530201342281,-106.35570469798657,HIGH,0.6361
62.29530201342281,-105.75838926174497,HIGH,0.6175
62.29530201342281,-105.16107382550335,HIGH,0.6175
62.29530201342281,-104.56375838926175,HIGH,0.6175
62.29530201342281,-103.96644295302013,HIGH,0.6175
62.29530201342281,-103.36912751677852,HIGH,0.6175
62.29530201342281,-102.7718120805369,HIGH,0.6175
62.29530201342281,-102.1744966442953,HIGH,0.6175
62.29530201342281,-101.57718120805369,HIGH,0.6175
62.29530201342281,-100.97986577181209,HIGH,0.6175
62.29530201342281,-100.38255033557047,HIGH,0.6175
62.29530201342281,-99.78523489932886,HIGH,0.6143
62.29530201342281,-99.18791946308724,HIGH,0.6143
62.29530201342281,-98.59060402684563,HIGH,0.6143
62.29530201342281,-97.99328859060402,HIGH,0.6143
62.29530201342281,-97.39597315436242,HIGH,0.6132
62.29530201342281,-96.79865771812081,HIGH,0.6132
62.29530201342281,-96.20134228187919,HIGH,0.6132
62.29530201342281,-95.60402684563758,HIGH,0.6132
62.29530201342281,-95.00671140939596,HIGH,0.6132
62.29530201342281,-94.40939597315436,HIGH,0.6132
62.29530201342281,-93.81208053691276,HIGH,0.6132
62.29530201342281,-93.21476510067114,HIGH,0.6132
62.29530201342281,-92.61744966442953,HIGH,0.6132
62.29530201342281,-92.02013422818791,HIGH,0.6132
62.29530201342281,-91.4228187919463,HIGH,0.6132
62.29530201342281,-90.8255033557047,HIGH,0.6132
62.29530201342281,-90.22818791946308,HIGH,0.6132
62.29530201342281,-89.63087248322148,HIGH,0.6132
62.29530201342281,-89.03355704697987,HIGH,0.6132
62.29530201342281,-88.43624161073825,HIGH,0.6132
62.29530201342281,-87.83892617449663,HIGH,0.6132
62.29530201342281,-87.24161073825503,HIGH,0.6132
62.29530201342281,-86.64429530201342,HIGH,0.6132
62.29530201342281,-86.04697986577182,HIGH,0.6132
62.29530201342281,-85.4496644295302,HIGH,0.6132
62.29530201342281,-84.85234899328859,HIGH,0.6132
62.29530201342281,-84.25503355704697,HIGH,0.6132
62.29530201342281,-83.65771812080537,HIGH,0.6132
62.29530201342281,-83.06040268456375,HIGH,0.6132
62.29530201342281,-82.46308724832215,HIGH,0.6132
62.29530201342281,-81.86577181208054,HIGH,0.6132
62.29530201342281,-81.26845637583892,HIGH,0.6131
62.29530201342281,-80.67114093959731,HIGH,0.6131
62.29530201342281,-80.07382550335569,HIGH,0.6114
62.29530201342281,-79.47651006711409,HIGH,0.6169
62.29530201342281,-78.87919463087249,HIGH,0.6169
62.29530201342281,-78.28187919463087,HIGH,0.6169
62.29530201342281,-77.68456375838926,HIGH,0.6169
62.29530201342281,-77.08724832214764,HIGH,0.6169
62.29530201342281,-76.48993288590604,HIGH,0.6169
62.29530201342281,-75.89261744966443,HIGH,0.6169
62.29530201342281,-75.29530201342281,HIGH,0.6169
62.29530201342281,-74.69798657718121,HIGH,0.6169
62.29530201342281,-74.1006711409396,HIGH,0.6169
62.29530201342281,-73.50335570469798,HIGH,0.6169
62.29530201342281,-72.90604026845638,HIGH,0.6169
62.29530201342281,-72.30872483221476,HIGH,0.6169
62.29530201342281,-71.71140939597315,HIGH,0.6169
62.29530201342281,-71.11409395973153,HIGH,0.6169
62.29530201342281,-70.51677852348993,HIGH,0.6169
62.29530201342281,-69.91946308724832,HIGH,0.6169
62.29530201342281,-69.3221476510067,HIGH,0.6169
62.29530201342281,-68.7248322147651,HIGH,0.6169
62.29530201342281,-68.12751677852349,HIGH,0.6169
62.29530201342281,-67.53020134228187,HIGH,0.6169
62.29530201342281,-66.93288590604027,HIGH,0.6169
62.29530201342281,-66.33557046979865,HIGH,0.6169
62.29530201342281,-65.73825503355704,HIGH,0.6169
62.29530201342281,-65.14093959731544,HIGH,0.6169
62.29530201342281,-64.54362416107382,HIGH,0.6169
62.29530201342281,-63.94630872483221,HIGH,0.6172
62.29530201342281,-63.348993288590606,HIGH,0.6172
62.29530201342281,-62.75167785234899,HIGH,0.6172
62.29530201342281,-62.154362416107375,HIGH,0.6172
62.29530201342281,-61.557046979865774,HIGH,0.6172
62.29530201342281,-60.95973154362416,HIGH,0.6172
62.29530201342281,-60.36241610738254,HIGH,0.6172
62.29530201342281,-59.76510067114094,HIGH,0.6172
62.29530201342281,-59.16778523489933,HIGH,0.6153
62.29530201342281,-58.57046979865771,HIGH,0.6153
62.29530201342281,-57.97315436241611,HIGH,0.6153
62.29530201342281,-57.375838926174495,HIGH,0.6091
62.29530201342281,-56.77852348993288,HIGH,0.6091
62.29530201342281,-56.181208053691265,HIGH,0.6091
62.29530201342281,-55.58389261744966,HIGH,0.6091
62.29530201342281,-54.98657718120805,HIGH,0.6091
62.29530201342281,-54.38926174496643,HIGH,0.6091
62.29530201342281,-53.79194630872483,HIGH,0.6091
62.29530201342281,-53.194630872483216,HIGH,0.6091
62.29530201342281,-52.5973154362416,HIGH,0.6091
62.29530201342281,-52.0,HIGH,0.6091
62.57718120805369,-141.0,HIGH,0.6589
62.57718120805369,-140.40268456375838,HIGH,0.6589
62.57718120805369,-139.80536912751677,HIGH,0.6589
62.57718120805369,-139.20805369127515,HIGH,0.6589
62.57718120805369,-138.61073825503357,HIGH,0.671
62.57718120805369,-138.01342281879195,HIGH,0.6634
62.57718120805369,-137.41610738255034,HIGH,0.6613
62.57718120805369,-136.81879194630872,HIGH,0.6642
62.57718120805369,-136.2214765100671,HIGH,0.6642
62.57718120805369,-135.6241610738255,HIGH,0.6642
62.57718120805369,-135.0268456375839,HIGH,0.6655
62.57718120805369,-134.4295302013423,HIGH,0.6655
62.57718120805369,-133.83221476510067,HIGH,0.6655
62.57718120805369,-133.23489932885906,HIGH,0.6655
62.57718120805369,-132.63758389261744,HIGH,0.6655
62.57718120805369,-132.04026845637583,HIGH,0.6655
62.57718120805369,-131.44295302013424,HIGH,0.6655
62.57718120805369,-130.84563758389262,HIGH,0.6655
62.57718120805369,-130.248322147651,HIGH,0.6655
62.57718120805369,-129.6510067114094,HIGH,0.6655
62.57718120805369,-129.05369127516778,HIGH,0.6655
62.57718120805369,-128.45637583892616,HIGH,0.6655
62.57718120805369,-127.85906040268456,HIGH,0.6655
62.57718120805369,-127.26174496644295,HIGH,0.6655
62.57718120805369,-126.66442953020135,HIGH,0.6655
62.57718120805369,-126.06711409395973,HIGH,0.6655
62.57718120805369,-125.46979865771812,HIGH,0.6579
62.57718120805369,-124.87248322147651,HIGH,0.6612
62.57718120805369,-124.2751677852349,HIGH,0.6621
62.57718120805369,-123.67785234899328,HIGH,0.6621
62.57718120805369,-123.08053691275168,HIGH,0.6621
62.57718120805369,-122.48322147651007,HIGH,0.6621
62.57718120805369,-121.88590604026845,HIGH,0.6621
62.57718120805369,-121.28859060402684,HIGH,0.6621
62.57718120805369,-120.69127516778524,HIGH,0.6621
62.57718120805369,-120.09395973154362,HIGH,0.6621
62.57718120805369,-119.49664429530202,HIGH,0.6621
62.57718120805369,-118.8993288590604,HIGH,0.6621
62.57718120805369,-118.30201342281879,HIGH,0.6778
62.57718120805369,-117.70469798657717,HIGH,0.6649
62.57718120805369,-117.10738255033557,HIGH,0.6692
62.57718120805369,-116.51006711409396,HIGH,0.6698
62.57718120805369,-115.91275167785236,HIGH,0.6485
62.57718120805369,-115.31543624161074,HIGH,0.6304
62.57718120805369,-114.71812080536913,HIGH,0.63
62.57718120805369,-114.12080536912751,HIGH,0.63
62.57718120805369,-113.52348993288591,HIGH,0.6204
62.57718120805369,-112.9261744966443,HIGH,0.6239
62.57718120805369,-112.32885906040269,HIGH,0.6076
62.57718120805369,-111.73154362416108,HIGH,0.6208
62.57718120805369,-111.13422818791946,HIGH,0.6208
62.57718120805369,-110.53691275167785,HIGH,0.6262
62.57718120805369,-109.93959731543625,HIGH,0.6262
62.57718120805369,-109.34228187919463,HIGH,0.6311
62.57718120805369,-108.74496644295303,HIGH,0.6311
62.57718120805369,-108.14765100671141,HIGH,0.6311
62.57718120805369,-107.5503355704698,HIGH,0.6311
62.57718120805369,-106.95302013422818,HIGH,0.6327
62.57718120805369,-106.35570469798657,HIGH,0.6361
62.57718120805369,-105.75838926174497,HIGH,0.6175
62.57718120805369,-105.16107382550335,HIGH,0.6175
62.57718120805369,-104.56375838926175,HIGH,0.6175
62.57718120805369,-103.96644295302013,HIGH,0.6175
62.57718120805369,-103.36912751677852,HIGH,0.6175
62.57718120805369,-102.7718120805369,HIGH,0.6175
62.57718120805369,-102.1744966442953,HIGH,0.6175
62.57718120805369,-101.57718120805369,HIGH,0.6175
62.57718120805369,-100.97986577181209,HIGH,0.6175
62.57718120805369,-100.38255033557047,HIGH,0.6175
62.57718120805369,-99.78523489932886,HIGH,0.6143
62.57718120805369,-99.18791946308724,HIGH,0.6143
62.57718120805369,-98.59060402684563,HIGH,0.6143
62.57718120805369,-97.99328859060402,HIGH,0.6143
62.57718120805369,-97.39597315436242,HIGH,0.6132
62.57718120805369,-96.79865771812081,HIGH,0.6132
62.57718120805369,-96.20134228187919,HIGH,0.6132
62.57718120805369,-95.60402684563758,HIGH,0.6132
62.57718120805369,-95.00671140939596,HIGH,0.6132
62.57718120805369,-94.40939597315436,HIGH,0.6132
62.57718120805369,-93.81208053691276,HIGH,0.6132
62.57718120805369,-93.21476510067114,HIGH,0.6132
62.57718120805369,-92.61744966442953,HIGH,0.6132
62.57718120805369,-92.02013422818791,HIGH,0.6132
62.57718120805369,-91.4228187919463,HIGH,0.6132
62.57718120805369,-90.8255033557047,HIGH,0.6132
62.57718120805369,-90.22818791946308,HIGH,0.6132
62.57718120805369,-89.63087248322148,HIGH,0.6132
62.57718120805369,-89.03355704697987,HIGH,0.6132
62.57718120805369,-88.43624161073825,HIGH,0.6132
62.57718120805369,-87.83892617449663,HIGH,0.6132
62.57718120805369,-87.24161073825503,HIGH,0.6132
62.57718120805369,-86.64429530201342,HIGH,0.6132
62.57718120805369,-86.04697986577182,HIGH,0.6132
62.57718120805369,-85.4496644295302,HIGH,0.6132
62.57718120805369,-84.85234899328859,HIGH,0.6132
62.57718120805369,-84.25503355704697,HIGH,0.6132
62.57718120805369,-83.65771812080537,HIGH,0.6132
62.57718120805369,-83.06040268456375,HIGH,0.6132
62.57718120805369,-82.46308724832215,HIGH,0.6132
62.57718120805369,-81.86577181208054,HIGH,0.6132
62.57718120805369,-81.26845637583892,HIGH,0.6131
62.57718120805369,-80.67114093959731,HIGH,0.6131
62.57718120805369,-80.07382550335569,HIGH,0.6114
62.57718120805369,-79.47651006711409,HIGH,0.6169
62.57718120805369,-78.87919463087249,HIGH,0.6169
62.57718120805369,-78.28187919463087,HIGH,0.6169
62.57718120805369,-77.68456375838926,HIGH,0.6169
62.57718120805369,-77.08724832214764,HIGH,0.6169
62.57718120805369,-76.48993288590604,HIGH,0.6169
62.57718120805369,-75.89261744966443,HIGH,0.6169
62.57718120805369,-75.29530201342281,HIGH,0.6169
62.57718120805369,-74.69798657718121,HIGH,0.6169
62.57718120805369,-74.1006711409396,HIGH,0.6169
62.57718120805369,-73.50335570469798,HIGH,0.6169
62.57718120805369,-72.90604026845638,HIGH,0.6169
62.57718120805369,-72.30872483221476,HIGH,0.6169
62.57718120805369,-71.71140939597315,HIGH,0.6169
62.57718120805369,-71.11409395973153,HIGH,0.6169
62.57718120805369,-70.51677852348993,HIGH,0.6169
62.57718120805369,-69.91946308724832,HIGH,0.6169
62.57718120805369,-69.3221476510067,HIGH,0.6169
62.57718120805369,-68.7248322147651,HIGH,0.6169
62.57718120805369,-68.12751677852349,HIGH,0.6169
62.57718120805369,-67.53020134228187,HIGH,0.6169
62.57718120805369,-66.93288590604027,HIGH,0.6169
62.57718120805369,-66.33557046979865,HIGH,0.6169
62.57718120805369,-65.73825503355704,HIGH,0.6169
62.57718120805369,-65.14093959731544,HIGH,0.6169
62.57718120805369,-64.54362416107382,HIGH,0.6169
62.57718120805369,-63.94630872483221,HIGH,0.6172
62.57718120805369,-63.348993288590606,HIGH,0.6172
62.57718120805369,-62.75167785234899,HIGH,0.6172
62.57718120805369,-62.154362416107375,HIGH,0.6172
62.57718120805369,-61.557046979865774,HIGH,0.6172
62.57718120805369,-60.95973154362416,HIGH,0.6172
62.57718120805369,-60.36241610738254,HIGH,0.6172
62.57718120805369,-59.76510067114094,HIGH,0.6172
62.57718120805369,-59.16778523489933,HIGH,0.6153
62.57718120805369,-58.57046979865771,HIGH,0.6153
62.57718120805369,-57.97315436241611,HIGH,0.6153
62.57718120805369,-57.375838926174495,HIGH,0.6091
62.57718120805369,-56.77852348993288,HIGH,0.6091
62.57718120805369,-56.181208053691265,HIGH,0.6091
62.57718120805369,-55.58389261744966,HIGH,0.6091
62.57718120805369,-54.98657718120805,HIGH,0.6091
62.57718120805369,-54.38926174496643,HIGH,0.6091
62.57718120805369,-53.79194630872483,HIGH,0.6091
62.57718120805369,-53.194630872483216,HIGH,0.6091
62.57718120805369,-52.5973154362416,HIGH,0.6091
62.57718120805369,-52.0,HIGH,0.6091
62.85906040268456,-141.0,HIGH,0.6589
62.85906040268456,-140.40268456375838,HIGH,0.6589
62.85906040268456,-139.80536912751677,HIGH,0.6589
62.85906040268456,-139.20805369127515,HIGH,0.6589
62.85906040268456,-138.61073825503357,HIGH,0.671
62.85906040268456,-138.01342281879195,HIGH,0.6634
62.85906040268456,-137.41610738255034,HIGH,0.6613
62.85906040268456,-136.81879194630872,HIGH,0.6642
62.85906040268456,-136.2214765100671,HIGH,0.6642
62.85906040268456,-135.6241610738255,HIGH,0.6642
62.85906040268456,-135.0268456375839,HIGH,0.6655
62.85906040268456,-134.4295302013423,HIGH,0.6655
62.85906040268456,-133.83221476510067,HIGH,0.6655
62.85906040268456,-133.23489932885906,HIGH,0.6655
62.85906040268456,-132.63758389261744,HIGH,0.6655
62.85906040268456,-132.04026845637583,HIGH,0.6655
62.85906040268456,-131.44295302013424,HIGH,0.6655
62.85906040268456,-130.84563758389262,HIGH,0.6655
62.85906040268456,-130.248322147651,HIGH,0.6655
62.85906040268456,-129.6510067114094,HIGH,0.6655
62.85906040268456,-129.05369127516778,HIGH,0.6655
62.85906040268456,-128.45637583892616,HIGH,0.6655
62.85906040268456,-127.85906040268456,HIGH,0.6655
62.85906040268456,-127.26174496644295,HIGH,0.6655
62.85906040268456,-126.66442953020135,HIGH,0.6655
62.85906040268456,-126.06711409395973,HIGH,0.6655
62.85906040268456,-125.46979865771812,HIGH,0.6579
62.85906040268456,-124.87248322147651,HIGH,0.6612
62.85906040268456,-124.2751677852349,HIGH,0.6621
62.85906040268456,-123.67785234899328,HIGH,0.6621
62.85906040268456,-123.08053691275168,HIGH,0.6621
62.85906040268456,-122.48322147651007,HIGH,0.6621
62.85906040268456,-121.88590604026845,HIGH,0.6621
62.85906040268456,-121.28859060402684,HIGH,0.6621
62.85906040268456,-120.69127516778524,HIGH,0.6621
62.85906040268456,-120.09395973154362,HIGH,0.6621
62.85906040268456,-119.49664429530202,HIGH,0.6621
62.85906040268456,-118.8993288590604,HIGH,0.6621
62.85906040268456,-118.30201342281879,HIGH,0.6778
62.85906040268456,-117.70469798657717,HIGH,0.6649
62.85906040268456,-117.10738255033557,HIGH,0.6692
62.85906040268456,-116.51006711409396,HIGH,0.6698
62.85906040268456,-115.91275167785236,HIGH,0.6485
62.85906040268456,-115.31543624161074,HIGH,0.6304
62.85906040268456,-114.71812080536913,HIGH,0.63
62.85906040268456,-114.12080536912751,HIGH,0.63
62.85906040268456,-113.52348993288591,HIGH,0.6204
62.85906040268456,-112.9261744966443,HIGH,0.6239
62.85906040268456,-112.32885906040269,HIGH,0.6076
62.85906040268456,-111.73154362416108,HIGH,0.6208
62.85906040268456,-111.13422818791946,HIGH,0.6208
62.85906040268456,-110.53691275167785,HIGH,0.6262
62.85906040268456,-109.93959731543625,HIGH,0.6262
62.85906040268456,-109.34228187919463,HIGH,0.6311
62.85906040268456,-108.74496644295303,HIGH,0.6311
62.85906040268456,-108.14765100671141,HIGH,0.6311
62.85906040268456,-107.5503355704698,HIGH,0.6311
62.85906040268456,-106.95302013422818,HIGH,0.6327
62.85906040268456,-106.35570469798657,HIGH,0.6361
62.85906040268456,-105.75838926174497,HIGH,0.6175
62.85906040268456,-105.16107382550335,HIGH,0.6175
62.85906040268456,-104.56375838926175,HIGH,0.6175
62.85906040268456,-103.96644295302013,HIGH,0.6175
62.85906040268456,-103.36912751677852,HIGH,0.6175
62.85906040268456,-102.7718120805369,HIGH,0.6175
62.85906040268456,-102.1744966442953,HIGH,0.6175
62.85906040268456,-101.57718120805369,HIGH,0.6175
62.85906040268456,-100.97986577181209,HIGH,0.6175
62.85906040268456,-100.38255033557047,HIGH,0.6175
62.85906040268456,-99.78523489932886,HIGH,0.6143
62.85906040268456,-99.18791946308724,HIGH,0.6143
62.85906040268456,-98.59060402684563,HIGH,0.6143
62.85906040268456,-97.99328859060402,HIGH,0.6143
62.85906040268456,-97.39597315436242,HIGH,0.6132
62.85906040268456,-96.79865771812081,HIGH,0.6132
62.85906040268456,-96.20134228187919,HIGH,0.6132
62.85906040268456,-95.60402684563758,HIGH,0.6132
62.85906040268456,-95.00671140939596,HIGH,0.6132
62.85906040268456,-94.40939597315436,HIGH,0.6132
62.85906040268456,-93.81208053691276,HIGH,0.6132
62.85906040268456,-93.21476510067114,HIGH,0.6132
62.85906040268456,-92.61744966442953,HIGH,0.6132
62.85906040268456,-92.02013422818791,HIGH,0.6132
62.85906040268456,-91.4228187919463,HIGH,0.6132
62.85906040268456,-90.8255033557047,HIGH,0.6132
62.85906040268456,-90.22818791946308,HIGH,0.6132
62.85906040268456,-89.63087248322148,HIGH,0.6132
62.85906040268456,-89.03355704697987,HIGH,0.6132
62.85906040268456,-88.43624161073825,HIGH,0.6132
62.85906040268456,-87.83892617449663,HIGH,0.6132
62.85906040268456,-87.24161073825503,HIGH,0.6132
62.85906040268456,-86.64429530201342,HIGH,0.6132
62.85906040268456,-86.04697986577182,HIGH,0.6132
62.85906040268456,-85.4496644295302,HIGH,0.6132
62.85906040268456,-84.85234899328859,HIGH,0.6132
62.85906040268456,-84.25503355704697,HIGH,0.6132
62.85906040268456,-83.65771812080537,HIGH,0.6132
62.85906040268456,-83.06040268456375,HIGH,0.6132
62.85906040268456,-82.46308724832215,HIGH,0.6132
62.85906040268456,-81.86577181208054,HIGH,0.6132
62.85906040268456,-81.26845637583892,HIGH,0.6131
62.85906040268456,-80.67114093959731,HIGH,0.6131
62.85906040268456,-80.07382550335569,HIGH,0.6114
62.85906040268456,-79.47651006711409,HIGH,0.6169
62.85906040268456,-78.87919463087249,HIGH,0.6169
62.85906040268456,-78.28187919463087,HIGH,0.6169
62.85906040268456,-77.68456375838926,HIGH,0.6169
62.85906040268456,-77.08724832214764,HIGH,0.6169
62.85906040268456,-76.48993288590604,HIGH,0.6169
62.85906040268456,-75.89261744966443,HIGH,0.6169
62.85906040268456,-75.29530201342281,HIGH,0.6169
62.85906040268456,-74.69798657718121,HIGH,0.6169
62.85906040268456,-74.1006711409396,HIGH,0.6169
62.85906040268456,-73.50335570469798,HIGH,0.6169
62.85906040268456,-72.90604026845638,HIGH,0.6169
62.85906040268456,-72.30872483221476,HIGH,0.6169
62.85906040268456,-71.71140939597315,HIGH,0.6169
62.85906040268456,-71.11409395973153,HIGH,0.6169
62.85906040268456,-70.51677852348993,HIGH,0.6169
62.85906040268456,-69.91946308724832,HIGH,0.6169
62.85906040268456,-69.3221476510067,HIGH,0.6169
62.85906040268456,-68.7248322147651,HIGH,0.6169
62.85906040268456,-68.12751677852349,HIGH,0.6169
62.85906040268456,-67.53020134228187,HIGH,0.6169
62.85906040268456,-66.93288590604027,HIGH,0.6169
62.85906040268456,-66.33557046979865,HIGH,0.6169
62.85906040268456,-65.73825503355704,HIGH,0.6169
62.85906040268456,-65.14093959731544,HIGH,0.6169
62.85906040268456,-64.54362416107382,HIGH,0.6169
62.85906040268456,-63.94630872483221,HIGH,0.6172
62.85906040268456,-63.348993288590606,HIGH,0.6172
62.85906040268456,-62.75167785234899,HIGH,0.6172
62.85906040268456,-62.154362416107375,HIGH,0.6172
62.85906040268456,-61.557046979865774,HIGH,0.6172
62.85906040268456,-60.95973154362416,HIGH,0.6172
62.85906040268456,-60.36241610738254,HIGH,0.6172
62.85906040268456,-59.76510067114094,HIGH,0.6172
62.85906040268456,-59.16778523489933,HIGH,0.6153
62.85906040268456,-58.57046979865771,HIGH,0.6153
62.85906040268456,-57.97315436241611,HIGH,0.6153
62.85906040268456,-57.375838926174495,HIGH,0.6091
62.85906040268456,-56.77852348993288,HIGH,0.6091
62.85906040268456,-56.181208053691265,HIGH,0.6091
62.85906040268456,-55.58389261744966,HIGH,0.6091
62.85906040268456,-54.98657718120805,HIGH,0.6091
62.85906040268456,-54.38926174496643,HIGH,0.6091
62.85906040268456,-53.79194630872483,HIGH,0.6091
62.85906040268456,-53.194630872483216,HIGH,0.6091
62.85906040268456,-52.5973154362416,HIGH,0.6091
62.85906040268456,-52.0,HIGH,0.6091
63.14093959731544,-141.0,HIGH,0.6589
63.14093959731544,-140.40268456375838,HIGH,0.6589
63.14093959731544,-139.80536912751677,HIGH,0.6589
63.14093959731544,-139.20805369127515,HIGH,0.6589
63.14093959731544,-138.61073825503357,HIGH,0.671
63.14093959731544,-138.01342281879195,HIGH,0.6634
63.14093959731544,-137.41610738255034,HIGH,0.6613
63.14093959731544,-136.81879194630872,HIGH,0.6642
63.14093959731544,-136.2214765100671,HIGH,0.6642
63.14093959731544,-135.6241610738255,HIGH,0.6642
63.14093959731544,-135.0268456375839,HIGH,0.6655
63.14093959731544,-134.4295302013423,HIGH,0.6655
63.14093959731544,-133.83221476510067,HIGH,0.6655
63.14093959731544,-133.23489932885906,HIGH,0.6655
63.14093959731544,-132.63758389261744,HIGH,0.6655
63.14093959731544,-132.04026845637583,HIGH,0.6655
63.14093959731544,-131.44295302013424,HIGH,0.6655
63.14093959731544,-130.84563758389262,HIGH,0.6655
63.14093959731544,-130.248322147651,HIGH,0.6655
63.14093959731544,-129.6510067114094,HIGH,0.6655
63.14093959731544,-129.05369127516778,HIGH,0.6655
63.14093959731544,-128.45637583892616,HIGH,0.6655
63.14093959731544,-127.85906040268456,HIGH,0.6655
63.14093959731544,-127.26174496644295,HIGH,0.6655
63.14093959731544,-126.66442953020135,HIGH,0.6655
63.14093959731544,-126.06711409395973,HIGH,0.6655
63.14093959731544,-125.46979865771812,HIGH,0.6579
63.14093959731544,-124.87248322147651,HIGH,0.6612
63.14093959731544,-124.2751677852349,HIGH,0.6621
63.14093959731544,-123.67785234899328,HIGH,0.6621
63.14093959731544,-123.08053691275168,HIGH,0.6621
63.14093959731544,-122.48322147651007,HIGH,0.6621
63.14093959731544,-121.88590604026845,HIGH,0.6621
63.14093959731544,-121.28859060402684,HIGH,0.6621
63.14093959731544,-120.69127516778524,HIGH,0.6621
63.14093959731544,-120.09395973154362,HIGH,0.6621
63.14093959731544,-119.49664429530202,HIGH,0.6621
63.14093959731544,-118.8993288590604,HIGH,0.6621
63.14093959731544,-118.30201342281879,HIGH,0.6778
63.14093959731544,-117.70469798657717,HIGH,0.6649
63.14093959731544,-117.10738255033557,HIGH,0.6692
63.14093959731544,-116.51006711409396,HIGH,0.6698
63.14093959731544,-115.91275167785236,HIGH,0.6485
63.14093959731544,-115.31543624161074,HIGH,0.6304
63.14093959731544,-114.71812080536913,HIGH,0.63
