Latitude,Longitude,Risk_Level,High_Risk_Prob
49.89261744966443,-141.0,HIGH,0.6625
49.89261744966443,-140.40268456375838,HIGH,0.6625
49.89261744966443,-139.80536912751677,HIGH,0.6625
49.89261744966443,-139.20805369127515,HIGH,0.6625
49.89261744966443,-138.61073825503357,HIGH,0.6659
49.89261744966443,-138.01342281879195,HIGH,0.6617
49.89261744966443,-137.41610738255034,HIGH,0.6617
49.89261744966443,-136.81879194630872,HIGH,0.6624
49.89261744966443,-136.2214765100671,HIGH,0.6624
49.89261744966443,-135.6241610738255,HIGH,0.6624
49.89261744966443,-135.0268456375839,HIGH,0.669
49.89261744966443,-134.4295302013423,HIGH,0.669
49.89261744966443,-133.83221476510067,HIGH,0.669
49.89261744966443,-133.23489932885906,HIGH,0.669
49.89261744966443,-132.63758389261744,HIGH,0.669
49.89261744966443,-132.04026845637583,HIGH,0.669
49.89261744966443,-131.44295302013424,HIGH,0.669
49.89261744966443,-130.84563758389262,HIGH,0.669
49.89261744966443,-130.248322147651,HIGH,0.669
49.89261744966443,-129.6510067114094,HIGH,0.669
49.89261744966443,-129.05369127516778,HIGH,0.669
49.89261744966443,-128.45637583892616,HIGH,0.669
49.89261744966443,-127.85906040268456,HIGH,0.669
49.89261744966443,-127.26174496644295,HIGH,0.669
49.89261744966443,-126.66442953020135,HIGH,0.669
49.89261744966443,-126.06711409395973,HIGH,0.669
49.89261744966443,-125.46979865771812,HIGH,0.6447
49.89261744966443,-124.87248322147651,HIGH,0.6726
49.89261744966443,-124.2751677852349,HIGH,0.6678
49.89261744966443,-123.67785234899328,HIGH,0.6678
49.89261744966443,-123.08053691275168,HIGH,0.6678
49.89261744966443,-122.48322147651007,HIGH,0.6678
49.89261744966443,-121.88590604026845,HIGH,0.6678
49.89261744966443,-121.28859060402684,HIGH,0.6678
49.89261744966443,-120.69127516778524,HIGH,0.6678
49.89261744966443,-120.09395973154362,HIGH,0.6678
49.89261744966443,-119.49664429530202,HIGH,0.6678
49.89261744966443,-118.8993288590604,HIGH,0.6678
49.89261744966443,-118.30201342281879,HIGH,0.6707
49.89261744966443,-117.70469798657717,HIGH,0.6481
49.89261744966443,-117.10738255033557,HIGH,0.6435
49.89261744966443,-116.51006711409396,HIGH,0.6511
49.89261744966443,-115.91275167785236,HIGH,0.6535
49.89261744966443,-115.31543624161074,HIGH,0.615
49.89261744966443,-114.71812080536913,HIGH,0.6188
49.89261744966443,-114.12080536912751,HIGH,0.6188
49.89261744966443,-113.52348993288591,HIGH,0.593
49.89261744966443,-112.9261744966443,HIGH,0.5948
49.89261744966443,-112.32885906040269,HIGH,0.5801
49.89261744966443,-111.73154362416108,HIGH,0.5801
49.89261744966443,-111.13422818791946,HIGH,0.5801
49.89261744966443,-110.53691275167785,HIGH,0.5811
49.89261744966443,-109.93959731543625,HIGH,0.5811
49.89261744966443,-109.34228187919463,HIGH,0.5811
49.89261744966443,-108.74496644295303,HIGH,0.5811
49.89261744966443,-108.14765100671141,HIGH,0.5811
49.89261744966443,-107.5503355704698,HIGH,0.5811
49.89261744966443,-106.95302013422818,HIGH,0.5767
49.89261744966443,-106.35570469798657,HIGH,0.5767
49.89261744966443,-105.75838926174497,HIGH,0.5772
49.89261744966443,-105.16107382550335,HIGH,0.5772
49.89261744966443,-104.56375838926175,HIGH,0.5772
49.89261744966443,-103.96644295302013,HIGH,0.5772
49.89261744966443,-103.36912751677852,HIGH,0.5772
49.89261744966443,-102.7718120805369,HIGH,0.5772
49.89261744966443,-102.1744966442953,HIGH,0.5772
49.89261744966443,-101.57718120805369,HIGH,0.5772
49.89261744966443,-100.97986577181209,HIGH,0.5772
49.89261744966443,-100.38255033557047,HIGH,0.5772
49.89261744966443,-99.78523489932886,HIGH,0.5624
49.89261744966443,-99.18791946308724,HIGH,0.5624
49.89261744966443,-98.59060402684563,HIGH,0.5624
49.89261744966443,-97.99328859060402,HIGH,0.5624
49.89261744966443,-97.39597315436242,HIGH,0.5613
49.89261744966443,-96.79865771812081,HIGH,0.5613
49.89261744966443,-96.20134228187919,HIGH,0.5613
49.89261744966443,-95.60402684563758,HIGH,0.5613
49.89261744966443,-95.00671140939596,HIGH,0.5613
49.89261744966443,-94.40939597315436,HIGH,0.5613
49.89261744966443,-93.81208053691276,HIGH,0.5613
49.89261744966443,-93.21476510067114,HIGH,0.5613
49.89261744966443,-92.61744966442953,HIGH,0.5613
49.89261744966443,-92.02013422818791,HIGH,0.5613
49.89261744966443,-91.4228187919463,HIGH,0.5613
49.89261744966443,-90.8255033557047,HIGH,0.5613
49.89261744966443,-90.22818791946308,HIGH,0.5613
49.89261744966443,-89.63087248322148,HIGH,0.5613
49.89261744966443,-89.03355704697987,HIGH,0.5613
49.89261744966443,-88.43624161073825,HIGH,0.5613
49.89261744966443,-87.83892617449663,HIGH,0.5613
49.89261744966443,-87.24161073825503,HIGH,0.5613
49.89261744966443,-86.64429530201342,HIGH,0.5613
49.89261744966443,-86.04697986577182,HIGH,0.5613
49.89261744966443,-85.4496644295302,HIGH,0.5613
49.89261744966443,-84.85234899328859,HIGH,0.5613
49.89261744966443,-84.25503355704697,HIGH,0.5613
49.89261744966443,-83.65771812080537,HIGH,0.5613
49.89261744966443,-83.06040268456375,HIGH,0.5613
49.89261744966443,-82.46308724832215,HIGH,0.5613
49.89261744966443,-81.86577181208054,HIGH,0.5613
49.89261744966443,-81.26845637583892,HIGH,0.5666
49.89261744966443,-80.67114093959731,HIGH,0.5646
49.89261744966443,-80.07382550335569,HIGH,0.5646
49.89261744966443,-79.47651006711409,HIGH,0.5715
49.89261744966443,-78.87919463087249,HIGH,0.5715
49.89261744966443,-78.28187919463087,HIGH,0.5715
49.89261744966443,-77.68456375838926,HIGH,0.5715
49.89261744966443,-77.08724832214764,HIGH,0.5715
49.89261744966443,-76.48993288590604,HIGH,0.5715
49.89261744966443,-75.89261744966443,HIGH,0.5715
49.89261744966443,-75.29530201342281,HIGH,0.5715
49.89261744966443,-74.69798657718121,HIGH,0.5715
49.89261744966443,-74.1006711409396,HIGH,0.5715
49.89261744966443,-73.50335570469798,HIGH,0.5715
49.89261744966443,-72.90604026845638,HIGH,0.5675
49.89261744966443,-72.30872483221476,HIGH,0.5675
49.89261744966443,-71.71140939597315,HIGH,0.5675
49.89261744966443,-71.11409395973153,HIGH,0.5675
49.89261744966443,-70.51677852348993,HIGH,0.5675
49.89261744966443,-69.91946308724832,HIGH,0.5675
49.89261744966443,-69.3221476510067,HIGH,0.5675
49.89261744966443,-68.7248322147651,HIGH,0.5675
49.89261744966443,-68.12751677852349,HIGH,0.5675
49.89261744966443,-67.53020134228187,HIGH,0.5675
49.89261744966443,-66.93288590604027,HIGH,0.5675
49.89261744966443,-66.33557046979865,HIGH,0.5675
49.89261744966443,-65.73825503355704,HIGH,0.5675
49.89261744966443,-65.14093959731544,HIGH,0.5675
49.89261744966443,-64.54362416107382,HIGH,0.5675
49.89261744966443,-63.94630872483221,HIGH,0.5678
49.89261744966443,-63.348993288590606,HIGH,0.5678
49.89261744966443,-62.75167785234899,HIGH,0.5678
49.89261744966443,-62.154362416107375,HIGH,0.5678
49.89261744966443,-61.557046979865774,HIGH,0.5678
49.89261744966443,-60.95973154362416,HIGH,0.5678
49.89261744966443,-60.36241610738254,HIGH,0.5705
49.89261744966443,-59.76510067114094,HIGH,0.5705
49.89261744966443,-59.16778523489933,HIGH,0.5686
49.89261744966443,-58.57046979865771,HIGH,0.5686
49.89261744966443,-57.97315436241611,HIGH,0.5686
49.89261744966443,-57.375838926174495,HIGH,0.5624
49.89261744966443,-56.77852348993288,HIGH,0.5624
49.89261744966443,-56.181208053691265,HIGH,0.5624
49.89261744966443,-55.58389261744966,HIGH,0.5624
49.89261744966443,-54.98657718120805,HIGH,0.5624
49.89261744966443,-54.38926174496643,HIGH,0.5624
49.89261744966443,-53.79194630872483,HIGH,0.5614
49.89261744966443,-53.194630872483216,HIGH,0.5614
49.89261744966443,-52.5973154362416,HIGH,0.5614
49.89261744966443,-52.0,HIGH,0.5614
50.1744966442953,-141.0,HIGH,0.6625
50.1744966442953,-140.40268456375838,HIGH,0.6625
50.1744966442953,-139.80536912751677,HIGH,0.6625
50.1744966442953,-139.20805369127515,HIGH,0.6625
50.1744966442953,-138.61073825503357,HIGH,0.6659
50.1744966442953,-138.01342281879195,HIGH,0.6617
50.1744966442953,-137.41610738255034,HIGH,0.6617
50.1744966442953,-136.81879194630872,HIGH,0.6624
50.1744966442953,-136.2214765100671,HIGH,0.6624
50.1744966442953,-135.6241610738255,HIGH,0.6624
50.1744966442953,-135.0268456375839,HIGH,0.669
50.1744966442953,-134.4295302013423,HIGH,0.669
50.1744966442953,-133.83221476510067,HIGH,0.669
50.1744966442953,-133.23489932885906,HIGH,0.669
50.1744966442953,-132.63758389261744,HIGH,0.669
50.1744966442953,-132.04026845637583,HIGH,0.669
50.1744966442953,-131.44295302013424,HIGH,0.669
50.1744966442953,-130.84563758389262,HIGH,0.669
50.1744966442953,-130.248322147651,HIGH,0.669
50.1744966442953,-129.6510067114094,HIGH,0.669
50.1744966442953,-129.05369127516778,HIGH,0.669
50.1744966442953,-128.45637583892616,HIGH,0.669
50.1744966442953,-127.85906040268456,HIGH,0.669
50.1744966442953,-127.26174496644295,HIGH,0.669
50.1744966442953,-126.66442953020135,HIGH,0.669
50.1744966442953,-126.06711409395973,HIGH,0.669
50.1744966442953,-125.46979865771812,HIGH,0.6447
50.1744966442953,-124.87248322147651,HIGH,0.6726
50.1744966442953,-124.2751677852349,HIGH,0.6678
50.1744966442953,-123.67785234899328,HIGH,0.6678
50.1744966442953,-123.08053691275168,HIGH,0.6678
50.1744966442953,-122.48322147651007,HIGH,0.6678
50.1744966442953,-121.88590604026845,HIGH,0.6678
50.1744966442953,-121.28859060402684,HIGH,0.6678
50.1744966442953,-120.69127516778524,HIGH,0.6678
50.1744966442953,-120.09395973154362,HIGH,0.6678
50.1744966442953,-119.49664429530202,HIGH,0.6678
50.1744966442953,-118.8993288590604,HIGH,0.6678
50.1744966442953,-118.30201342281879,HIGH,0.6707
50.1744966442953,-117.70469798657717,HIGH,0.6481
50.1744966442953,-117.10738255033557,HIGH,0.6435
50.1744966442953,-116.51006711409396,HIGH,0.6511
50.1744966442953,-115.91275167785236,HIGH,0.6535
50.1744966442953,-115.31543624161074,HIGH,0.615
50.1744966442953,-114.71812080536913,HIGH,0.6188
50.1744966442953,-114.12080536912751,HIGH,0.6188
50.1744966442953,-113.52348993288591,HIGH,0.593
50.1744966442953,-112.9261744966443,HIGH,0.5948
50.1744966442953,-112.32885906040269,HIGH,0.5801
50.1744966442953,-111.73154362416108,HIGH,0.5801
50.1744966442953,-111.13422818791946,HIGH,0.5801
50.1744966442953,-110.53691275167785,HIGH,0.5811
50.1744966442953,-109.93959731543625,HIGH,0.5811
50.1744966442953,-109.34228187919463,HIGH,0.5811
50.1744966442953,-108.74496644295303,HIGH,0.5811
50.1744966442953,-108.14765100671141,HIGH,0.5811
50.1744966442953,-107.5503355704698,HIGH,0.5811
50.1744966442953,-106.95302013422818,HIGH,0.5767
50.1744966442953,-106.35570469798657,HIGH,0.5767
50.1744966442953,-105.75838926174497,HIGH,0.5772
50.1744966442953,-105.16107382550335,HIGH,0.5772
50.1744966442953,-104.56375838926175,HIGH,0.5772
50.1744966442953,-103.96644295302013,HIGH,0.5772
50.1744966442953,-103.36912751677852,HIGH,0.5772
50.1744966442953,-102.7718120805369,HIGH,0.5772
50.1744966442953,-102.1744966442953,HIGH,0.5772
50.1744966442953,-101.57718120805369,HIGH,0.5772
50.1744966442953,-100.97986577181209,HIGH,0.5772
50.1744966442953,-100.38255033557047,HIGH,0.5772
50.1744966442953,-99.78523489932886,HIGH,0.5624
50.1744966442953,-99.18791946308724,HIGH,0.5624
50.1744966442953,-98.59060402684563,HIGH,0.5624
50.1744966442953,-97.99328859060402,HIGH,0.5624
50.1744966442953,-97.39597315436242,HIGH,0.5613
50.1744966442953,-96.79865771812081,HIGH,0.5613
50.1744966442953,-96.20134228187919,HIGH,0.5613
50.1744966442953,-95.60402684563758,HIGH,0.5613
50.1744966442953,-95.00671140939596,HIGH,0.5613
50.1744966442953,-94.40939597315436,HIGH,0.5613
50.1744966442953,-93.81208053691276,HIGH,0.5613
50.1744966442953,-93.21476510067114,HIGH,0.5613
50.1744966442953,-92.61744966442953,HIGH,0.5613
50.1744966442953,-92.02013422818791,HIGH,0.5613
50.1744966442953,-91.4228187919463,HIGH,0.5613
50.1744966442953,-90.8255033557047,HIGH,0.5613
50.1744966442953,-90.22818791946308,HIGH,0.5613
50.1744966442953,-89.63087248322148,HIGH,0.5613
50.1744966442953,-89.03355704697987,HIGH,0.5613
50.1744966442953,-88.43624161073825,HIGH,0.5613
50.1744966442953,-87.83892617449663,HIGH,0.5613
50.1744966442953,-87.24161073825503,HIGH,0.5613
50.1744966442953,-86.64429530201342,HIGH,0.5613
50.1744966442953,-86.04697986577182,HIGH,0.5613
50.1744966442953,-85.4496644295302,HIGH,0.5613
50.1744966442953,-84.85234899328859,HIGH,0.5613
50.1744966442953,-84.25503355704697,HIGH,0.5613
50.1744966442953,-83.65771812080537,HIGH,0.5613
50.1744966442953,-83.06040268456375,HIGH,0.5613
50.1744966442953,-82.46308724832215,HIGH,0.5613
50.1744966442953,-81.86577181208054,HIGH,0.5613
50.1744966442953,-81.26845637583892,HIGH,0.5666
50.1744966442953,-80.67114093959731,HIGH,0.5646
50.1744966442953,-80.07382550335569,HIGH,0.5646
50.1744966442953,-79.47651006711409,HIGH,0.5715
50.1744966442953,-78.87919463087249,HIGH,0.5715
50.1744966442953,-78.28187919463087,HIGH,0.5715
50.1744966442953,-77.68456375838926,HIGH,0.5715
50.1744966442953,-77.08724832214764,HIGH,0.5715
50.1744966442953,-76.48993288590604,HIGH,0.5715
50.1744966442953,-75.89261744966443,HIGH,0.5715
50.1744966442953,-75.29530201342281,HIGH,0.5715
50.1744966442953,-74.69798657718121,HIGH,0.5715
50.1744966442953,-74.1006711409396,HIGH,0.5715
50.1744966442953,-73.50335570469798,HIGH,0.5715
50.1744966442953,-72.90604026845638,HIGH,0.5675
50.1744966442953,-72.30872483221476,HIGH,0.5675
50.1744966442953,-71.71140939597315,HIGH,0.5675
50.1744966442953,-71.11409395973153,HIGH,0.5675
50.1744966442953,-70.51677852348993,HIGH,0.5675
50.1744966442953,-69.91946308724832,HIGH,0.5675
50.1744966442953,-69.3221476510067,HIGH,0.5675
50.1744966442953,-68.7248322147651,HIGH,0.5675
50.1744966442953,-68.12751677852349,HIGH,0.5675
50.1744966442953,-67.53020134228187,HIGH,0.5675
50.1744966442953,-66.93288590604027,HIGH,0.5675
50.1744966442953,-66.33557046979865,HIGH,0.5675
50.1744966442953,-65.73825503355704,HIGH,0.5675
50.1744966442953,-65.14093959731544,HIGH,0.5675
50.1744966442953,-64.54362416107382,HIGH,0.5675
50.1744966442953,-63.94630872483221,HIGH,0.5678
50.1744966442953,-63.348993288590606,HIGH,0.5678
50.1744966442953,-62.75167785234899,HIGH,0.5678
50.1744966442953,-62.154362416107375,HIGH,0.5678
50.1744966442953,-61.557046979865774,HIGH,0.5678
50.1744966442953,-60.95973154362416,HIGH,0.5678
50.1744966442953,-60.36241610738254,HIGH,0.5705
50.1744966442953,-59.76510067114094,HIGH,0.5705
50.1744966442953,-59.16778523489933,HIGH,0.5686
50.1744966442953,-58.57046979865771,HIGH,0.5686
50.1744966442953,-57.97315436241611,HIGH,0.5686
50.1744966442953,-57.375838926174495,HIGH,0.5624
50.1744966442953,-56.77852348993288,HIGH,0.5624
50.1744966442953,-56.181208053691265,HIGH,0.5624
50.1744966442953,-55.58389261744966,HIGH,0.5624
50.1744966442953,-54.98657718120805,HIGH,0.5624
50.1744966442953,-54.38926174496643,HIGH,0.5624
50.1744966442953,-53.79194630872483,HIGH,0.5614
50.1744966442953,-53.194630872483216,HIGH,0.5614
50.1744966442953,-52.5973154362416,HIGH,0.5614
50.1744966442953,-52.0,HIGH,0.5614
50.45637583892618,-141.0,HIGH,0.6625
50.45637583892618,-140.40268456375838,HIGH,0.6625
50.45637583892618,-139.80536912751677,HIGH,0.6625
50.45637583892618,-139.20805369127515,HIGH,0.6625
50.45637583892618,-138.61073825503357,HIGH,0.6659
50.45637583892618,-138.01342281879195,HIGH,0.6617
50.45637583892618,-137.41610738255034,HIGH,0.6617
50.45637583892618,-136.81879194630872,HIGH,0.6624
50.45637583892618,-136.2214765100671,HIGH,0.6624
50.45637583892618,-135.6241610738255,HIGH,0.6624
50.45637583892618,-135.0268456375839,HIGH,0.669
50.45637583892618,-134.4295302013423,HIGH,0.669
50.45637583892618,-133.83221476510067,HIGH,0.669
50.45637583892618,-133.23489932885906,HIGH,0.669
50.45637583892618,-132.63758389261744,HIGH,0.669
50.45637583892618,-132.04026845637583,HIGH,0.669
50.45637583892618,-131.44295302013424,HIGH,0.669
50.45637583892618,-130.84563758389262,HIGH,0.669
50.45637583892618,-130.248322147651,HIGH,0.669
50.45637583892618,-129.6510067114094,HIGH,0.669
50.45637583892618,-129.05369127516778,HIGH,0.669
50.45637583892618,-128.45637583892616,HIGH,0.669
50.45637583892618,-127.85906040268456,HIGH,0.669
50.45637583892618,-127.26174496644295,HIGH,0.669
50.45637583892618,-126.66442953020135,HIGH,0.669
50.45637583892618,-126.06711409395973,HIGH,0.669
50.45637583892618,-125.46979865771812,HIGH,0.6447
50.45637583892618,-124.87248322147651,HIGH,0.6726
50.45637583892618,-124.2751677852349,HIGH,0.6678
50.45637583892618,-123.67785234899328,HIGH,0.6678
50.45637583892618,-123.08053691275168,HIGH,0.6678
50.45637583892618,-122.48322147651007,HIGH,0.6678
50.45637583892618,-121.88590604026845,HIGH,0.6678
50.45637583892618,-121.28859060402684,HIGH,0.6678
50.45637583892618,-120.69127516778524,HIGH,0.6678
50.45637583892618,-120.09395973154362,HIGH,0.6678
50.45637583892618,-119.49664429530202,HIGH,0.6678
50.45637583892618,-118.8993288590604,HIGH,0.6678
50.45637583892618,-118.30201342281879,HIGH,0.6707
50.45637583892618,-117.70469798657717,HIGH,0.6481
50.45637583892618,-117.10738255033557,HIGH,0.6435
50.45637583892618,-116.51006711409396,HIGH,0.6511
50.45637583892618,-115.91275167785236,HIGH,0.6535
50.45637583892618,-115.31543624161074,HIGH,0.615
50.45637583892618,-114.71812080536913,HIGH,0.6188
50.45637583892618,-114.12080536912751,HIGH,0.6188
50.45637583892618,-113.52348993288591,HIGH,0.593
50.45637583892618,-112.9261744966443,HIGH,0.5948
50.45637583892618,-112.32885906040269,HIGH,0.5801
50.45637583892618,-111.73154362416108,HIGH,0.5801
50.45637583892618,-111.13422818791946,HIGH,0.5801
50.45637583892618,-110.53691275167785,HIGH,0.5811
50.45637583892618,-109.93959731543625,HIGH,0.5811
50.45637583892618,-109.34228187919463,HIGH,0.5811
50.45637583892618,-108.74496644295303,HIGH,0.5811
50.45637583892618,-108.14765100671141,HIGH,0.5811
50.45637583892618,-107.5503355704698,HIGH,0.5811
50.45637583892618,-106.95302013422818,HIGH,0.5767
50.45637583892618,-106.35570469798657,HIGH,0.5767
50.45637583892618,-105.75838926174497,HIGH,0.5772
50.45637583892618,-105.16107382550335,HIGH,0.5772
50.45637583892618,-104.56375838926175,HIGH,0.5772
50.45637583892618,-103.96644295302013,HIGH,0.5772
50.45637583892618,-103.36912751677852,HIGH,0.5772
50.45637583892618,-102.7718120805369,HIGH,0.5772
50.45637583892618,-102.1744966442953,HIGH,0.5772
50.45637583892618,-101.57718120805369,HIGH,0.5772
50.45637583892618,-100.97986577181209,HIGH,0.5772
50.45637583892618,-100.38255033557047,HIGH,0.5772
50.45637583892618,-99.78523489932886,HIGH,0.5624
50.45637583892618,-99.18791946308724,HIGH,0.5624
50.45637583892618,-98.59060402684563,HIGH,0.5624
50.45637583892618,-97.99328859060402,HIGH,0.5624
50.45637583892618,-97.39597315436242,HIGH,0.5613
50.45637583892618,-96.79865771812081,HIGH,0.5613
50.45637583892618,-96.20134228187919,HIGH,0.5613
50.45637583892618,-95.60402684563758,HIGH,0.5613
50.45637583892618,-95.00671140939596,HIGH,0.5613
50.45637583892618,-94.40939597315436,HIGH,0.5613
50.45637583892618,-93.81208053691276,HIGH,0.5613
50.45637583892618,-93.21476510067114,HIGH,0.5613
50.45637583892618,-92.61744966442953,HIGH,0.5613
50.45637583892618,-92.02013422818791,HIGH,0.5613
50.45637583892618,-91.4228187919463,HIGH,0.5613
50.45637583892618,-90.8255033557047,HIGH,0.5613
50.45637583892618,-90.22818791946308,HIGH,0.5613
50.45637583892618,-89.63087248322148,HIGH,0.5613
50.45637583892618,-89.03355704697987,HIGH,0.5613
50.45637583892618,-88.43624161073825,HIGH,0.5613
50.45637583892618,-87.83892617449663,HIGH,0.5613
50.45637583892618,-87.24161073825503,HIGH,0.5613
50.45637583892618,-86.64429530201342,HIGH,0.5613
50.45637583892618,-86.04697986577182,HIGH,0.5613
50.45637583892618,-85.4496644295302,HIGH,0.5613
50.45637583892618,-84.85234899328859,HIGH,0.5613
50.45637583892618,-84.25503355704697,HIGH,0.5613
50.45637583892618,-83.65771812080537,HIGH,0.5613
50.45637583892618,-83.06040268456375,HIGH,0.5613
50.45637583892618,-82.46308724832215,HIGH,0.5613
50.45637583892618,-81.86577181208054,HIGH,0.5613
50.45637583892618,-81.26845637583892,HIGH,0.5666
50.45637583892618,-80.67114093959731,HIGH,0.5646
50.45637583892618,-80.07382550335569,HIGH,0.5646
50.45637583892618,-79.47651006711409,HIGH,0.5715
50.45637583892618,-78.87919463087249,HIGH,0.5715
50.45637583892618,-78.28187919463087,HIGH,0.5715
50.45637583892618,-77.68456375838926,HIGH,0.5715
50.45637583892618,-77.08724832214764,HIGH,0.5715
50.45637583892618,-76.48993288590604,HIGH,0.5715
50.45637583892618,-75.89261744966443,HIGH,0.5715
50.45637583892618,-75.29530201342281,HIGH,0.5715
50.45637583892618,-74.69798657718121,HIGH,0.5715
50.45637583892618,-74.1006711409396,HIGH,0.5715
50.45637583892618,-73.50335570469798,HIGH,0.5715
50.45637583892618,-72.90604026845638,HIGH,0.5675
50.45637583892618,-72.30872483221476,HIGH,0.5675
50.45637583892618,-71.71140939597315,HIGH,0.5675
50.45637583892618,-71.11409395973153,HIGH,0.5675
50.45637583892618,-70.51677852348993,HIGH,0.5675
50.45637583892618,-69.91946308724832,HIGH,0.5675
50.45637583892618,-69.3221476510067,HIGH,0.5675
50.45637583892618,-68.7248322147651,HIGH,0.5675
50.45637583892618,-68.12751677852349,HIGH,0.5675
50.45637583892618,-67.53020134228187,HIGH,0.5675
50.45637583892618,-66.93288590604027,HIGH,0.5675
50.45637583892618,-66.33557046979865,HIGH,0.5675
50.45637583892618,-65.73825503355704,HIGH,0.5675
50.45637583892618,-65.14093959731544,HIGH,0.5675
50.45637583892618,-64.54362416107382,HIGH,0.5675
50.45637583892618,-63.94630872483221,HIGH,0.5678
50.45637583892618,-63.348993288590606,HIGH,0.5678
50.45637583892618,-62.75167785234899,HIGH,0.5678
50.45637583892618,-62.154362416107375,HIGH,0.5678
50.45637583892618,-61.557046979865774,HIGH,0.5678
50.45637583892618,-60.95973154362416,HIGH,0.5678
50.45637583892618,-60.36241610738254,HIGH,0.5705
50.45637583892618,-59.76510067114094,HIGH,0.5705
50.45637583892618,-59.16778523489933,HIGH,0.5686
50.45637583892618,-58.57046979865771,HIGH,0.5686
50.45637583892618,-57.97315436241611,HIGH,0.5686
50.45637583892618,-57.375838926174495,HIGH,0.5624
50.45637583892618,-56.77852348993288,HIGH,0.5624
50.45637583892618,-56.181208053691265,HIGH,0.5624
50.45637583892618,-55.58389261744966,HIGH,0.5624
50.45637583892618,-54.98657718120805,HIGH,0.5624
50.45637583892618,-54.38926174496643,HIGH,0.5624
50.45637583892618,-53.79194630872483,HIGH,0.5614
50.45637583892618,-53.194630872483216,HIGH,0.5614
50.45637583892618,-52.5973154362416,HIGH,0.5614
50.45637583892618,-52.0,HIGH,0.5614
50.738255033557046,-141.0,HIGH,0.6689
50.738255033557046,-140.40268456375838,HIGH,0.6689
50.738255033557046,-139.80536912751677,HIGH,0.6689
50.738255033557046,-139.20805369127515,HIGH,0.6689
50.738255033557046,-138.61073825503357,HIGH,0.6722
50.738255033557046,-138.01342281879195,HIGH,0.6681
50.738255033557046,-137.41610738255034,HIGH,0.6681
50.738255033557046,-136.81879194630872,HIGH,0.6688
50.738255033557046,-136.2214765100671,HIGH,0.6688
50.738255033557046,-135.6241610738255,HIGH,0.6688
50.738255033557046,-135.0268456375839,HIGH,0.6754
50.738255033557046,-134.4295302013423,HIGH,0.6754
50.738255033557046,-133.83221476510067,HIGH,0.6754
50.738255033557046,-133.23489932885906,HIGH,0.6754
50.738255033557046,-132.63758389261744,HIGH,0.6754
50.738255033557046,-132.04026845637583,HIGH,0.6754
50.738255033557046,-131.44295302013424,HIGH,0.6754
50.738255033557046,-130.84563758389262,HIGH,0.6754
50.738255033557046,-130.248322147651,HIGH,0.6754
50.738255033557046,-129.6510067114094,HIGH,0.6754
50.738255033557046,-129.05369127516778,HIGH,0.6754
50.738255033557046,-128.45637583892616,HIGH,0.6754
50.738255033557046,-127.85906040268456,HIGH,0.6754
50.738255033557046,-127.26174496644295,HIGH,0.6754
50.738255033557046,-126.66442953020135,HIGH,0.6754
50.738255033557046,-126.06711409395973,HIGH,0.6754
50.738255033557046,-125.46979865771812,HIGH,0.651
50.738255033557046,-124.87248322147651,HIGH,0.679
50.738255033557046,-124.2751677852349,HIGH,0.6741
50.738255033557046,-123.67785234899328,HIGH,0.6741
50.738255033557046,-123.08053691275168,HIGH,0.6741
50.738255033557046,-122.48322147651007,HIGH,0.6741
50.738255033557046,-121.88590604026845,HIGH,0.6741
50.738255033557046,-121.28859060402684,HIGH,0.6741
50.738255033557046,-120.69127516778524,HIGH,0.6741
50.738255033557046,-120.09395973154362,HIGH,0.6741
50.738255033557046,-119.49664429530202,HIGH,0.6741
50.738255033557046,-118.8993288590604,HIGH,0.6741
50.738255033557046,-118.30201342281879,HIGH,0.677
50.738255033557046,-117.70469798657717,HIGH,0.6545
50.738255033557046,-117.10738255033557,HIGH,0.6499
50.738255033557046,-116.51006711409396,HIGH,0.6574
50.738255033557046,-115.91275167785236,HIGH,0.6561
50.738255033557046,-115.31543624161074,HIGH,0.6217
50.738255033557046,-114.71812080536913,HIGH,0.6255
50.738255033557046,-114.12080536912751,HIGH,0.6255
50.738255033557046,-113.52348993288591,HIGH,0.609
50.738255033557046,-112.9261744966443,HIGH,0.6108
50.738255033557046,-112.32885906040269,HIGH,0.5955
50.738255033557046,-111.73154362416108,HIGH,0.5955
50.738255033557046,-111.13422818791946,HIGH,0.5955
50.738255033557046,-110.53691275167785,HIGH,0.5966
50.738255033557046,-109.93959731543625,HIGH,0.5966
50.738255033557046,-109.34228187919463,HIGH,0.5966
50.738255033557046,-108.74496644295303,HIGH,0.5966
50.738255033557046,-108.14765100671141,HIGH,0.5966
50.738255033557046,-107.5503355704698,HIGH,0.5966
50.738255033557046,-106.95302013422818,HIGH,0.5941
50.738255033557046,-106.35570469798657,HIGH,0.5941
50.738255033557046,-105.75838926174497,HIGH,0.5939
50.738255033557046,-105.16107382550335,HIGH,0.5939
50.738255033557046,-104.56375838926175,HIGH,0.5939
50.738255033557046,-103.96644295302013,HIGH,0.5939
50.738255033557046,-103.36912751677852,HIGH,0.5939
50.738255033557046,-102.7718120805369,HIGH,0.5939
50.738255033557046,-102.1744966442953,HIGH,0.5939
50.738255033557046,-101.57718120805369,HIGH,0.5939
50.738255033557046,-100.97986577181209,HIGH,0.5939
50.738255033557046,-100.38255033557047,HIGH,0.5939
50.738255033557046,-99.78523489932886,HIGH,0.5773
